NAME,TEAM,ORPM,DRPM,RPM,WINS,Season,SEASON_ID,PLAYER_ID
Draymond Green,GS,0.78,2.68,3.46,9.46,17,22017,5.0
Kawhi Leonard,SA,3.41,-0.07,3.34,8.79,17,22017,8.0
Damian Lillard,POR,3.78,-0.6,3.18,9.64,17,22017,14.0
Victor Oladipo,OKC,1.02,2.12,3.14,7.94,17,22017,18.0
Giannis Antetokounmpo,MIL,1.25,1.88,3.13,9.68,17,22017,22.0
Joel Embiid,PHI,0.58,2.52,3.11,2.81,17,22017,17.0
Marc Gasol,MEM,0.78,2.29,3.07,8.34,17,22017,45.0
Paul Millsap,ATL,0.49,2.49,2.98,8.08,17,22017,67.0
Paul George,IND,2.29,0.62,2.91,9.01,17,22017,6.0
Troy Daniels,MEM,1.08,1.81,2.88,3.79,17,22017,467.0
Myles Turner,IND,-0.14,3.01,2.86,8.47,17,22017,158.0
Lou Williams,LAL/HOU,5.29,-2.45,2.84,6.79,17,22017,81.0
Anthony Davis,NO,0.76,2.06,2.82,9.01,17,22017,9.0
Patty Mills,SA,3.13,-0.38,2.75,5.66,17,22017,131.0
Jordan Crawford,NO,4.58,-1.9,2.68,1.39,17,22017,530.0
Jeremy Lin,BKN,3.8,-1.19,2.61,2.98,17,22017,235.0
Eric Gordon,HOU,2.69,-0.12,2.57,7.39,17,22017,149.0
Blake Griffin,LAC,2.29,0.22,2.51,6.38,17,22017,42.0
Kemba Walker,CHA,1.68,0.83,2.51,8.33,17,22017,21.0
Isaiah Thomas,BOS,6.13,-3.65,2.48,7.91,17,22017,40.0
Ersan Ilyasova,OKC/PHI/ATL,1.46,1.0,2.45,6.62,17,22017,156.0
JaVale McGee,GS,3.18,-0.75,2.44,2.34,17,22017,336.0
Danilo Gallinari,DEN,1.2,1.19,2.39,6.48,17,22017,61.0
Patrick Beverley,HOU,1.19,1.19,2.39,6.29,17,22017,84.0
J.J. Barea,DAL,2.6,-0.26,2.33,2.16,17,22017,288.0
Amir Johnson,BOS,-0.25,2.54,2.29,4.54,17,22017,154.0
George Hill,UTAH,-0.33,2.53,2.2,4.2,17,22017,102.0
John Wall,WSH,3.79,-1.63,2.16,8.15,17,22017,44.0
Shawn Long,PHI,2.45,-0.34,2.11,0.66,17,22017,677.0
Danny Green,SA,-1.16,3.16,2.0,4.64,17,22017,28.0
LaMarcus Aldridge,SA,-1.8,3.77,1.98,5.98,17,22017,53.0
Gordon Hayward,UTAH,1.18,0.79,1.97,6.51,17,22017,57.0
Devin Harris,DAL,0.5,1.43,1.93,2.78,17,22017,217.0
Chris McCullough,BKN/WSH,0.77,1.13,1.9,0.21,17,22017,901.0
Andre Iguodala,GS,0.79,1.07,1.87,5.34,17,22017,86.0
JJ Redick,LAC,1.89,-0.06,1.83,5.73,17,22017,62.0
Nick Young,LAL,3.15,-1.36,1.8,4.05,17,22017,315.0
Karl-Anthony Towns,MIN,2.82,-1.06,1.76,7.58,17,22017,30.0
Eric Bledsoe,PHX,3.7,-1.95,1.75,5.79,17,22017,41.0
Tyler Johnson,MIA,0.23,1.51,1.74,5.52,17,22017,171.0
Anthony Morrow,OKC/CHI,1.01,0.72,1.73,1.82,17,22017,177.0
Ryan Anderson,HOU,1.43,0.3,1.73,5.46,17,22017,168.0
Brook Lopez,BKN,2.61,-0.88,1.72,5.95,17,22017,99.0
Devin Booker,PHX,2.55,-0.83,1.72,7.21,17,22017,49.0
Vince Carter,MEM,-0.25,1.95,1.7,4.3,17,22017,137.0
Ricky Rubio,MIN,0.99,0.69,1.68,6.03,17,22017,55.0
Pau Gasol,SA,0.63,1.05,1.67,3.9,17,22017,87.0
Boban Marjanovic,DET,0.54,1.11,1.66,0.71,17,22017,429.0
Sasha Vujacic,NY,-0.08,1.7,1.61,0.99,17,22017,506.0
DeAndre Jordan,LAC,0.64,0.95,1.6,6.23,17,22017,29.0
Enes Freedom,OKC,2.1,-0.55,1.56,3.63,17,22017,591.0
DeMarre Carroll,TOR,0.26,1.27,1.53,4.33,17,22017,73.0
Dewayne Dedmon,SA,-1.72,3.24,1.52,3.02,17,22017,298.0
Cody Zeller,CHA,0.0,1.45,1.45,3.96,17,22017,287.0
David Nwaba,LAL,-0.98,2.42,1.44,0.95,17,22017,419.0
Justin Holiday,NY,-0.59,2.01,1.42,3.7,17,22017,205.0
Jabari Parker,MIL,1.96,-0.57,1.39,3.93,17,22017,495.0
Kyrie Irving,CLE,3.91,-2.54,1.38,5.67,17,22017,25.0
Tobias Harris,DET,0.27,1.09,1.37,5.66,17,22017,127.0
DeMarcus Cousins,SAC/NO,1.81,-0.46,1.35,5.48,17,22017,36.0
Brandon Jennings,NY/WSH,1.22,0.13,1.35,4.01,17,22017,294.0
Maurice Harkless,POR,0.51,0.83,1.34,4.99,17,22017,278.0
Alan Williams,PHX,0.52,0.78,1.3,1.64,17,22017,449.0
James Johnson,MIA,0.45,0.74,1.2,4.51,17,22017,129.0
Hassan Whiteside,MIA,0.17,1.01,1.18,5.31,17,22017,117.0
Seth Curry,DAL,-0.91,2.08,1.17,4.1,17,22017,208.0
Darren Collison,SAC,0.04,1.12,1.16,4.26,17,22017,89.0
Thon Maker,MIL,-0.41,1.56,1.14,1.12,17,22017,757.0
Rudy Gay,SAC,0.15,0.96,1.11,2.11,17,22017,100.0
CJ McCollum,POR,1.98,-0.88,1.11,5.84,17,22017,58.0
Reggie Bullock,DET,0.02,1.08,1.09,0.95,17,22017,364.0
Andre Roberson,OKC,-2.01,3.05,1.03,4.89,17,22017,130.0
Joe Ingles,UTAH,0.63,0.4,1.03,3.85,17,22017,79.0
Mirza Teletovic,MIL,0.19,0.81,1.0,2.17,17,22017,362.0
Dion Waiters,MIA,0.36,0.61,0.97,2.74,17,22017,283.0
Aron Baynes,DET,-2.85,3.8,0.95,2.2,17,22017,332.0
CJ Miles,IND,-0.48,1.43,0.95,3.43,17,22017,244.0
Josh Richardson,MIA,-1.43,2.37,0.94,3.12,17,22017,91.0
Kentavious Caldwell-Pope,DET,0.95,-0.02,0.93,4.88,17,22017,69.0
Manu Ginobili,SA,1.56,-0.65,0.91,2.54,17,22017,101.0
Jarell Eddie,PHX,0.32,0.58,0.9,0.13,17,22017,945.0
Matt Barnes,SAC/GS,-0.54,1.43,0.89,3.39,17,22017,172.0
Ish Smith,DET,-0.03,0.91,0.88,3.69,17,22017,245.0
David Lee,SA,0.48,0.4,0.88,2.78,17,22017,175.0
Tyus Jones,MIN,0.6,0.28,0.88,1.46,17,22017,273.0
Jason Terry,MIL,-1.53,2.38,0.86,2.48,17,22017,341.0
Nemanja Bjelica,MIN,-1.11,1.92,0.81,2.18,17,22017,218.0
Wayne Ellington,MIA,0.8,0.01,0.81,2.75,17,22017,343.0
Wesley Matthews,DAL,-1.64,2.41,0.77,4.4,17,22017,64.0
James Ennis III,MEM,-2.17,2.9,0.73,2.61,17,22017,435.0
Jerian Grant,CHI,-0.51,1.19,0.69,1.76,17,22017,384.0
Garrett Temple,SAC,-0.34,1.01,0.68,3.03,17,22017,295.0
Mike Muscala,ATL,0.36,0.31,0.67,2.2,17,22017,376.0
Marreese Speights,LAC,1.83,-1.17,0.66,2.22,17,22017,431.0
Kelly Olynyk,BOS,0.53,0.13,0.65,2.68,17,22017,247.0
Aaron Gordon,ORL,1.12,-0.49,0.63,4.02,17,22017,212.0
Tim Frazier,NO,0.72,-0.1,0.62,2.66,17,22017,569.0
Malcolm Brogdon,MIL,0.07,0.55,0.62,3.34,17,22017,134.0
Serge Ibaka,ORL/TOR,-0.26,0.8,0.54,4.03,17,22017,105.0
Zaza Pachulia,GS,0.01,0.51,0.53,2.16,17,22017,194.0
Raul Neto,UTAH,-1.35,1.88,0.53,0.56,17,22017,282.0
Carmelo Anthony,NY,0.52,0.01,0.53,4.19,17,22017,39.0
Elfrid Payton,ORL,1.64,-1.13,0.51,4.06,17,22017,222.0
Trevor Ariza,HOU,0.65,-0.14,0.51,4.74,17,22017,82.0
Tyson Chandler,PHX,-0.78,1.25,0.48,2.21,17,22017,109.0
Davis Bertans,SA,0.73,-0.26,0.46,1.29,17,22017,164.0
Goran Dragic,MIA,2.02,-1.57,0.45,4.0,17,22017,26.0
Jameer Nelson,DEN,0.25,0.17,0.42,3.3,17,22017,541.0
Al Horford,BOS,0.69,-0.28,0.41,3.51,17,22017,60.0
Mindaugas Kuzminskas,NY,0.69,-0.3,0.39,1.58,17,22017,1037.0
Lucas Nogueira,TOR,-1.03,1.41,0.38,1.68,17,22017,433.0
Tarik Black,LAL,-0.67,1.04,0.37,1.71,17,22017,405.0
Kyle Anderson,SA,-1.99,2.34,0.35,1.56,17,22017,142.0
Zach LaVine,MIN,-0.22,0.51,0.3,2.55,17,22017,155.0
Norman Powell,TOR,0.57,-0.28,0.29,2.02,17,22017,286.0
Sam Dekker,HOU,1.0,-0.72,0.28,2.15,17,22017,469.0
Delon Wright,TOR,-1.84,2.09,0.25,0.63,17,22017,196.0
Kristaps Porzingis,NY,-0.13,0.36,0.23,3.13,17,22017,104.0
Caris LeVert,BKN,1.27,-1.06,0.21,1.92,17,22017,339.0
Deron Williams,DAL/CLE,-0.2,0.37,0.18,2.25,17,22017,110.0
Evan Fournier,ORL,0.14,0.03,0.18,3.23,17,22017,258.0
Frank Kaminsky,CHA,0.73,-0.56,0.17,2.74,17,22017,536.0
Dwight Howard,ATL,-0.36,0.52,0.16,3.12,17,22017,135.0
Ryan Kelly,ATL,-1.44,1.59,0.15,0.15,17,22017,577.0
Alex Poythress,PHI,-0.02,0.17,0.15,0.22,17,22017,1216.0
Anthony Tolliver,SAC,0.34,-0.2,0.13,2.04,17,22017,250.0
Khris Middleton,MIL,-1.18,1.31,0.13,1.18,17,22017,47.0
Zach Randolph,MEM,-1.0,1.1,0.1,2.34,17,22017,94.0
Pat Connaughton,POR,-0.05,0.13,0.09,0.42,17,22017,331.0
Thaddeus Young,IND,-0.14,0.22,0.08,3.07,17,22017,103.0
Clint Capela,HOU,0.9,-0.84,0.06,2.1,17,22017,56.0
Greg Monroe,MIL,1.21,-1.15,0.06,2.39,17,22017,187.0
Marcin Gortat,WSH,-0.32,0.32,0.0,3.34,17,22017,71.0
Luis Scola,BKN,0.27,-0.28,-0.01,0.61,17,22017,347.0
Christian Wood,CHA,-1.55,1.51,-0.04,0.13,17,22017,186.0
Anthony Brown,NO/ORL,-0.68,0.63,-0.05,0.19,17,22017,914.0
David West,GS,-0.89,0.83,-0.06,1.03,17,22017,114.0
Tyler Zeller,BOS,-0.92,0.85,-0.07,0.65,17,22017,394.0
Joe Johnson,UTAH,-0.73,0.61,-0.12,2.14,17,22017,281.0
Metta World Peace,LAL,-0.14,0.02,-0.12,0.19,17,22017,604.0
Timothe Luwawu-Cabarrot,PHI,-0.54,0.42,-0.12,1.48,17,22017,476.0
Brandan Wright,MEM,-1.28,1.16,-0.13,0.52,17,22017,324.0
Kris Humphries,ATL,-1.91,1.77,-0.14,0.81,17,22017,252.0
Michael Kidd-Gilchrist,CHA,-2.79,2.66,-0.14,2.76,17,22017,143.0
Markieff Morris,WSH,-0.97,0.83,-0.14,2.87,17,22017,316.0
Channing Frye,CLE,0.97,-1.12,-0.15,1.64,17,22017,122.0
Luol Deng,LAL,-1.47,1.3,-0.16,1.78,17,22017,147.0
Josh Huestis,OKC,-0.54,0.37,-0.17,0.04,17,22017,719.0
Beno Udrih,DET,-0.65,0.48,-0.17,0.62,17,22017,496.0
Langston Galloway,NO/SAC,0.07,-0.25,-0.18,1.77,17,22017,293.0
Steven Adams,OKC,-0.98,0.77,-0.2,2.82,17,22017,54.0
Dirk Nowitzki,DAL,-0.07,-0.15,-0.22,1.58,17,22017,35.0
Leandro Barbosa,PHX,-0.33,0.08,-0.25,1.12,17,22017,743.0
Tim Hardaway Jr.,ATL,0.88,-1.14,-0.25,2.45,17,22017,157.0
Jake Layman,POR,-0.49,0.22,-0.27,0.28,17,22017,595.0
Reggie Williams,NO,-0.84,0.57,-0.27,0.09,17,22017,888.0
Ian Mahinmi,WSH,-1.91,1.63,-0.27,0.61,17,22017,328.0
Luke Babbitt,MIA,-1.87,1.6,-0.28,1.12,17,22017,510.0
Terrence Ross,TOR/ORL,1.6,-1.88,-0.28,2.18,17,22017,237.0
Mike Dunleavy,CLE/ATL,-1.21,0.92,-0.28,0.92,17,22017,241.0
Quincy Acy,DAL/BKN,-1.09,0.8,-0.3,0.62,17,22017,549.0
Gary Harris,DEN,2.86,-3.16,-0.3,1.99,17,22017,136.0
Sheldon Mac,WSH,-1.25,0.94,-0.31,0.31,17,22017,1038.0
Damjan Rudez,ORL,-0.47,0.16,-0.32,0.33,17,22017,1214.0
Jamal Murray,DEN,0.49,-0.81,-0.32,1.92,17,22017,146.0
Gerald Green,BOS,0.12,-0.44,-0.33,0.57,17,22017,330.0
Jon Leuer,DET,-0.65,0.32,-0.34,2.01,17,22017,446.0
Montrezl Harrell,HOU,1.47,-1.81,-0.35,1.16,17,22017,106.0
Pierre Jackson,DAL,-1.72,1.36,-0.36,0.09,17,22017,735.0
Chasson Randle,NY/PHI,1.25,-1.61,-0.36,0.31,17,22017,663.0
P.J. Tucker,PHX/TOR,-3.05,2.67,-0.38,2.33,17,22017,240.0
Salah Mejri,DAL,-3.41,3.02,-0.39,0.88,17,22017,515.0
Malachi Richardson,SAC,-0.59,0.2,-0.39,0.2,17,22017,1102.0
Denzel Valentine,CHI,-0.43,0.02,-0.41,0.96,17,22017,533.0
Marcus Smart,BOS,-1.53,1.11,-0.42,2.45,17,22017,76.0
Darrell Arthur,DEN,0.19,-0.62,-0.43,0.64,17,22017,427.0
Willie Reed,MIA,-1.33,0.88,-0.45,1.0,17,22017,578.0
Tomas Satoransky,WSH,-2.37,1.91,-0.46,0.67,17,22017,318.0
Joel Bolomboy,UTAH,-1.77,1.28,-0.49,0.05,17,22017,831.0
Marvin Williams,CHA,-0.95,0.46,-0.5,2.16,17,22017,70.0
Jason Smith,WSH,-0.27,-0.23,-0.5,0.99,17,22017,696.0
Spencer Dinwiddie,BKN,-0.96,0.45,-0.51,1.28,17,22017,121.0
Richard Jefferson,CLE,-0.8,0.26,-0.54,1.46,17,22017,502.0
Anthony Bennett,BKN,1.5,-2.06,-0.56,0.25,17,22017,1222.0
Kyle O'Quinn,NY,-0.17,-0.41,-0.58,1.06,17,22017,369.0
Dario Saric,PHI,-0.46,-0.16,-0.61,1.9,17,22017,271.0
Tiago Splitter,PHI,-1.1,0.46,-0.64,0.07,17,22017,256.0
Rodney Hood,UTAH,-1.79,1.15,-0.64,1.28,17,22017,185.0
Alex Abrines,OKC,1.16,-1.8,-0.64,0.9,17,22017,493.0
Cheick Diallo,NO,-0.45,-0.19,-0.65,0.17,17,22017,684.0
Will Barton,DEN,0.6,-1.25,-0.65,1.44,17,22017,169.0
DeMar DeRozan,TOR,-0.31,-0.38,-0.69,2.11,17,22017,78.0
Henry Ellenson,DET,-0.78,0.09,-0.69,0.12,17,22017,864.0
Avery Bradley,BOS,-0.56,-0.15,-0.7,1.48,17,22017,226.0
Taurean Prince,ATL,-2.27,1.55,-0.72,0.79,17,22017,538.0
Adreian Payne,MIN,-0.93,0.21,-0.72,0.11,17,22017,1065.0
Cristiano Felicio,CHI,-1.5,0.77,-0.73,0.8,17,22017,513.0
Jeff Teague,IND,1.13,-1.87,-0.73,2.11,17,22017,111.0
Jared Sullinger,TOR,-2.23,1.49,-0.73,0.09,17,22017,225.0
Bobby Brown,HOU,-0.71,-0.04,-0.74,0.1,17,22017,1160.0
Willy Hernangomez,NY,-0.28,-0.49,-0.77,1.0,17,22017,524.0
Jonathon Simmons,SA,-2.48,1.7,-0.78,1.02,17,22017,624.0
Lance Stephenson,NO/MIN/IND,-1.61,0.82,-0.79,0.27,17,22017,291.0
Shabazz Napier,POR,-0.6,-0.19,-0.79,0.37,17,22017,272.0
Allen Crabbe,POR,0.29,-1.09,-0.8,1.7,17,22017,232.0
Thabo Sefolosha,ATL,-1.78,0.98,-0.8,1.19,17,22017,314.0
Jordan Farmar,SAC,-0.52,-0.29,-0.8,0.03,17,22017,522.0
Ty Lawson,SAC,0.06,-0.87,-0.81,1.26,17,22017,93.0
Robin Lopez,CHI,-2.32,1.5,-0.81,1.62,17,22017,68.0
Mason Plumlee,POR/DEN,0.88,-1.7,-0.82,1.55,17,22017,338.0
Gorgui Dieng,MIN,-1.85,1.02,-0.82,1.88,17,22017,200.0
Marcus Morris Sr.,DET,-2.28,1.46,-0.82,1.82,17,22017,334.0
Luc Mbah a Moute,LAC,-2.45,1.62,-0.83,1.27,17,22017,188.0
Tony Allen,MEM,-2.7,1.86,-0.84,1.29,17,22017,126.0
Nicolas Batum,CHA,0.95,-1.85,-0.9,1.76,17,22017,75.0
Tyler Ulis,PHX,0.07,-0.98,-0.9,0.79,17,22017,840.0
Shabazz Muhammad,MIN,0.52,-1.45,-0.93,0.96,17,22017,482.0
Justise Winslow,MIA,-2.49,1.56,-0.93,0.4,17,22017,368.0
Tyreke Evans,NO/SAC,-0.52,-0.41,-0.94,0.5,17,22017,151.0
Nikola Vucevic,ORL,-0.56,-0.38,-0.94,1.42,17,22017,32.0
Tristan Thompson,CLE,-2.04,1.1,-0.94,1.46,17,22017,92.0
Otto Porter Jr.,WSH,-0.31,-0.66,-0.96,1.66,17,22017,52.0
Dragan Bender,PHX,-0.44,-0.54,-0.97,0.35,17,22017,982.0
Harrison Barnes,DAL,-2.99,2.01,-0.97,1.66,17,22017,243.0
Bobby Portis,CHI,-0.85,-0.13,-0.98,0.6,17,22017,197.0
Glenn Robinson III,IND,-1.56,0.57,-0.99,0.86,17,22017,567.0
Justin Harper,PHI,-0.86,-0.14,-1.0,0.02,17,22017,1140.0
Terrence Jones,NO/MIL,-0.28,-0.74,-1.02,0.75,17,22017,412.0
Kent Bazemore,ATL,-0.46,-0.57,-1.03,1.15,17,22017,262.0
James Jones,CLE,-0.79,-0.26,-1.05,0.21,17,22017,717.0
Tyler Ennis,HOU/LAL,-0.63,-0.43,-1.06,0.33,17,22017,503.0
Archie Goodwin,NO/BKN,0.07,-1.13,-1.06,0.12,17,22017,866.0
Corey Brewer,HOU/LAL,-0.91,-0.16,-1.07,0.71,17,22017,179.0
Kosta Koufos,SAC,-2.73,1.62,-1.11,0.71,17,22017,408.0
Wilson Chandler,DEN,-0.15,-0.98,-1.12,1.15,17,22017,242.0
Nerlens Noel,PHI/DAL,-0.61,-0.51,-1.12,0.53,17,22017,401.0
Al-Farouq Aminu,POR,-2.41,1.26,-1.15,0.88,17,22017,190.0
Fred VanVleet,TOR,-1.8,0.66,-1.15,0.15,17,22017,43.0
Dorian Finney-Smith,DAL,-2.7,1.55,-1.15,0.76,17,22017,201.0
Hollis Thompson,PHI/NO,-2.08,0.91,-1.17,0.36,17,22017,652.0
Courtney Lee,NY,-0.41,-0.79,-1.2,1.11,17,22017,231.0
Jeff Withey,UTAH,-1.24,0.04,-1.2,0.19,17,22017,479.0
Justin Hamilton,BKN,-0.2,-1.01,-1.21,0.55,17,22017,682.0
Skal Labissiere,SAC,-1.61,0.4,-1.21,0.27,17,22017,692.0
Kyle Singler,OKC,-2.0,0.77,-1.23,0.17,17,22017,356.0
Jarrod Uthoff,DAL,-1.54,0.29,-1.24,0.05,17,22017,959.0
Mike Miller,DEN,-0.26,-0.99,-1.26,0.07,17,22017,747.0
Richaun Holmes,PHI,0.61,-1.87,-1.26,0.51,17,22017,230.0
D'Angelo Russell,LAL,1.65,-2.9,-1.26,0.78,17,22017,113.0
Trevor Booker,BKN,-0.98,-0.33,-1.3,0.71,17,22017,357.0
Nick Collison,OKC,-1.98,0.66,-1.32,0.05,17,22017,366.0
JaMychal Green,MEM,-2.48,1.13,-1.35,0.7,17,22017,342.0
Matthew Dellavedova,MIL,-1.37,0.01,-1.35,0.69,17,22017,253.0
Solomon Hill,NO,-1.2,-0.16,-1.36,0.84,17,22017,374.0
Kenneth Faried,DEN,0.8,-2.16,-1.37,0.45,17,22017,303.0
Rodney McGruder,MIA,-1.3,-0.09,-1.38,0.63,17,22017,543.0
Cory Joseph,TOR,-1.63,0.24,-1.39,0.63,17,22017,207.0
Stanley Johnson,DET,-1.88,0.47,-1.41,0.42,17,22017,511.0
Evan Turner,POR,-2.67,1.26,-1.41,0.51,17,22017,411.0
Dante Cunningham,NO,-0.77,-0.65,-1.42,0.51,17,22017,509.0
Dante Exum,UTAH,-2.08,0.66,-1.42,0.35,17,22017,601.0
Chris Andersen,CLE,-2.05,0.62,-1.43,0.03,17,22017,312.0
E'Twaun Moore,NO,0.29,-1.73,-1.44,0.54,17,22017,426.0
Jaylen Brown,BOS,-1.93,0.48,-1.45,0.38,17,22017,107.0
Mike Scott,ATL,-1.87,0.4,-1.46,0.05,17,22017,535.0
Larry Nance Jr.,LAL,-1.39,-0.08,-1.47,0.39,17,22017,220.0
Jodie Meeks,ORL,1.12,-2.6,-1.48,0.19,17,22017,354.0
Meyers Leonard,POR,-0.84,-0.65,-1.49,0.31,17,22017,453.0
Paul Pierce,LAC,-1.8,0.3,-1.5,0.07,17,22017,183.0
Jarrett Jack,NO,-1.52,0.02,-1.5,0.01,17,22017,645.0
Jonas Valanciunas,TOR,-1.2,-0.31,-1.51,0.48,17,22017,181.0
Mike Tobey,CHA,-2.17,0.65,-1.52,0.01,17,22017,938.0
Greivis Vasquez,BKN,-1.89,0.35,-1.54,0.01,17,22017,388.0
Edy Tavares,ATL/CLE,-1.63,0.08,-1.55,0.01,17,22017,760.0
Ian Clark,GS,-0.64,-0.92,-1.55,0.24,17,22017,781.0
Bruno Caboclo,TOR,-1.98,0.42,-1.56,0.01,17,22017,627.0
Isaiah Whitehead,BKN,-0.99,-0.57,-1.56,0.35,17,22017,783.0
Jordan Hill,MIN,-2.8,1.23,-1.57,0.01,17,22017,490.0
Justin Anderson,DAL/PHI,-0.7,-0.87,-1.57,0.24,17,22017,702.0
Al Jefferson,IND,-1.15,-0.43,-1.58,0.18,17,22017,166.0
Taj Gibson,CHI/OKC,-1.73,0.14,-1.59,0.36,17,22017,195.0
Wesley Johnson,LAC,-2.8,1.17,-1.63,0.12,17,22017,421.0
Kevon Looney,GS,-2.1,0.46,-1.64,0.07,17,22017,229.0
Buddy Hield,NO/SAC,0.48,-2.12,-1.65,0.27,17,22017,144.0
Dahntay Jones,CLE,-1.77,0.1,-1.67,0.0,17,22017,924.0
Derrick Favors,UTAH,-3.04,1.36,-1.68,0.14,17,22017,96.0
Andrew Bogut,DAL/CLE,-4.51,2.83,-1.68,0.07,17,22017,161.0
Marco Belinelli,CHA,0.02,-1.71,-1.69,0.2,17,22017,233.0
Isaiah Canaan,CHI,-1.46,-0.23,-1.69,0.06,17,22017,572.0
Nik Stauskas,PHI,-0.3,-1.45,-1.75,0.16,17,22017,616.0
John Jenkins,PHX,-2.03,0.28,-1.76,0.0,17,22017,915.0
Alonzo Gee,DEN,-2.81,1.04,-1.77,0.01,17,22017,629.0
Tony Snell,MIL,-1.17,-0.62,-1.79,0.11,17,22017,396.0
Terry Rozier,BOS,-2.15,0.35,-1.79,0.05,17,22017,74.0
Joakim Noah,NY,-0.99,-0.81,-1.79,0.04,17,22017,19.0
Sean Kilpatrick,BKN,0.23,-2.03,-1.8,0.07,17,22017,689.0
Dennis Schroder,ATL,0.29,-2.09,-1.8,0.1,17,22017,261.0
Aaron Brooks,IND,-1.85,0.04,-1.81,0.02,17,22017,494.0
Bojan Bogdanovic,BKN/WSH,1.13,-2.95,-1.82,0.06,17,22017,257.0
Trey Lyles,UTAH,-2.47,0.65,-1.82,0.02,17,22017,380.0
Jordan Clarkson,LAL,-0.03,-1.8,-1.83,0.04,17,22017,152.0
Kyle Wiltjer,HOU,-1.4,-0.43,-1.83,0.0,17,22017,1149.0
Ben McLemore,SAC,-1.15,-0.69,-1.84,0.01,17,22017,308.0
Elijah Millsap,PHX,-2.18,0.33,-1.85,0.0,17,22017,505.0
Jusuf Nurkic,DEN/POR,-0.8,-1.06,-1.86,-0.01,17,22017,33.0
Georges Niang,IND,-2.68,0.77,-1.9,0.0,17,22017,385.0
Jeff Green,ORL,-2.1,0.19,-1.91,-0.06,17,22017,413.0
Yogi Ferrell,BKN/DAL,-1.36,-0.56,-1.92,-0.05,17,22017,264.0
Marshall Plumlee,NY,-1.95,0.03,-1.92,-0.01,17,22017,1162.0
Andre Drummond,DET,-0.29,-1.64,-1.93,-0.13,17,22017,48.0
Omri Casspi,SAC/NO/MIN,-1.52,-0.43,-1.95,-0.04,17,22017,340.0
DeAndre' Bembry,ATL,-2.62,0.64,-1.98,-0.03,17,22017,492.0
Thomas Robinson,LAL,0.02,-2.01,-1.99,-0.05,17,22017,537.0
Domantas Sabonis,OKC,-3.35,1.36,-1.99,-0.16,17,22017,77.0
Joe Harris,BKN,-0.88,-1.12,-2.0,-0.13,17,22017,148.0
Jeremy Lamb,CHA,-0.39,-1.64,-2.02,-0.13,17,22017,112.0
Treveon Graham,CHA,-3.33,1.28,-2.06,-0.03,17,22017,561.0
Michael Beasley,MIL,0.52,-2.6,-2.07,-0.14,17,22017,521.0
Doug McDermott,CHI/OKC,-0.1,-1.98,-2.08,-0.24,17,22017,518.0
Alec Burks,UTAH,-1.88,-0.2,-2.08,-0.1,17,22017,115.0
Nicolas Brussino,DAL,-0.58,-1.51,-2.08,-0.08,17,22017,986.0
Derrick Rose,NY,0.11,-2.19,-2.08,-0.34,17,22017,228.0
Okaro White,MIA,-3.01,0.92,-2.08,-0.08,17,22017,965.0
Austin Rivers,LAC,-0.59,-1.5,-2.09,-0.34,17,22017,452.0
KJ McDaniels,HOU/BKN,-0.94,-1.14,-2.09,-0.08,17,22017,662.0
Joffrey Lauvergne,OKC/CHI,-0.79,-1.3,-2.09,-0.16,17,22017,1239.0
John Henson,MIL,-2.48,0.39,-2.09,-0.18,17,22017,466.0
Rajon Rondo,CHI,-0.26,-1.84,-2.1,-0.31,17,22017,346.0
Gary Neal,ATL,-2.21,0.1,-2.11,0.0,17,22017,1143.0
Brandon Rush,MIN,-1.68,-0.43,-2.11,-0.18,17,22017,1196.0
Jakob Poeltl,TOR,-3.22,1.11,-2.11,-0.11,17,22017,88.0
Norris Cole,OKC,-2.48,0.36,-2.11,-0.02,17,22017,729.0
Ron Baker,NY,-2.21,0.1,-2.11,-0.15,17,22017,563.0
Ronnie Price,PHX,-2.8,0.67,-2.13,-0.03,17,22017,485.0
Nicolas Laprovittola,SA,-0.74,-1.4,-2.14,-0.03,17,22017,1137.0
Noah Vonleh,POR,-3.67,1.53,-2.14,-0.25,17,22017,392.0
Dwyane Wade,CHI,-0.33,-1.83,-2.15,-0.37,17,22017,279.0
Jerryd Bayless,PHI,-1.3,-0.85,-2.16,-0.02,17,22017,483.0
T.J. McConnell,PHI,-0.09,-2.07,-2.16,-0.48,17,22017,203.0
Willie Cauley-Stein,SAC,-1.53,-0.64,-2.17,-0.31,17,22017,390.0
Bryn Forbes,SA,-1.73,-0.44,-2.17,-0.06,17,22017,610.0
Andrew Wiggins,MIN,-0.3,-1.9,-2.2,-0.73,17,22017,153.0
Derrick Williams,MIA/CLE,-1.52,-0.68,-2.2,-0.19,17,22017,1034.0
Quinn Cook,NO/DAL,-0.48,-1.77,-2.25,-0.05,17,22017,1125.0
Johnny O'Bryant III,DEN/CHA,-1.52,-0.74,-2.26,-0.02,17,22017,1220.0
Paul Zipser,CHI,-2.14,-0.12,-2.26,-0.24,17,22017,1159.0
James Michael McAdoo,GS,-2.46,0.17,-2.29,-0.14,17,22017,834.0
James Young,BOS,-2.01,-0.29,-2.3,-0.07,17,22017,925.0
Udonis Haslem,MIA,-3.58,1.24,-2.34,-0.04,17,22017,891.0
Troy Williams,MEM/HOU,-0.89,-1.45,-2.34,-0.19,17,22017,641.0
