NAME,TEAM,ORPM,DRPM,RPM,WINS,Season,SEASON_ID,PLAYER_ID
Stephen Curry,GS,7.08,0.1,7.18,19.05,21,22021,1.0
LeBron James,LAL,4.63,2.1,6.73,11.91,21,22021,10.0
Rudy Gobert,UTAH,-1.45,8.0,6.55,16.52,21,22021,16.0
Paul George,LAC,1.55,3.89,5.45,11.98,21,22021,6.0
Giannis Antetokounmpo,MIL,3.89,1.2,5.09,14.03,21,22021,22.0
Nikola Jokic,DEN,3.12,1.96,5.08,15.85,21,22021,2.0
Joel Embiid,PHI,2.04,2.98,5.02,10.01,21,22021,17.0
James Harden,HOU/BKN,3.99,0.98,4.97,9.94,21,22021,3.0
Damian Lillard,POR,3.88,1.09,4.97,14.55,21,22021,14.0
Lonzo Ball,NO,3.19,1.27,4.46,10.06,21,22021,249.0
Mike Conley,UTAH,1.25,3.12,4.37,8.28,21,22021,23.0
Fred VanVleet,TOR,1.27,2.78,4.05,10.67,21,22021,43.0
Kyle Lowry,TOR,2.9,1.12,4.02,8.98,21,22021,20.0
Kevin Durant,BKN,4.07,-0.11,3.95,6.06,21,22021,7.0
Devonte' Graham,CHA,1.92,1.97,3.88,9.24,21,22021,204.0
CJ McCollum,POR,2.09,1.78,3.87,8.42,21,22021,58.0
Ben Simmons,PHI,1.28,2.39,3.67,9.8,21,22021,50.0
Chris Paul,PHX,0.48,3.06,3.54,10.78,21,22021,4.0
Jamal Murray,DEN,0.41,3.07,3.48,8.04,21,22021,146.0
Kyrie Irving,BKN,2.96,0.49,3.44,9.16,21,22021,25.0
Jimmy Butler,MIA,1.5,1.9,3.4,8.7,21,22021,11.0
Julius Randle,NY,-0.76,4.16,3.4,12.36,21,22021,59.0
Joe Harris,BKN,-0.6,4.0,3.4,10.14,21,22021,148.0
Clint Capela,ATL,-1.63,4.98,3.35,9.12,21,22021,56.0
Zion Williamson,NO,1.07,2.13,3.2,9.45,21,22021,125.0
Christian Wood,HOU,0.54,2.6,3.14,6.19,21,22021,186.0
Bam Adebayo,MIA,-0.77,3.78,3.01,9.56,21,22021,119.0
Luka Doncic,DAL,2.44,0.51,2.96,10.37,21,22021,34.0
Duncan Robinson,MIA,-0.56,3.45,2.89,10.04,21,22021,124.0
Terry Rozier,CHA,1.29,1.59,2.88,10.77,21,22021,74.0
Jaylen Brown,BOS,2.1,0.71,2.81,9.39,21,22021,107.0
Danny Green,PHI,-0.87,3.67,2.8,8.28,21,22021,28.0
De'Aaron Fox,SAC,2.92,-0.27,2.66,8.85,21,22021,128.0
Kyle Anderson,MEM,0.16,2.44,2.6,7.82,21,22021,142.0
Jrue Holiday,MIL,1.8,0.77,2.57,8.64,21,22021,24.0
Kawhi Leonard,LAC,1.46,1.1,2.55,7.55,21,22021,8.0
Donovan Mitchell,UTAH,3.26,-0.76,2.5,7.52,21,22021,90.0
Zach LaVine,CHI,1.82,0.65,2.47,8.78,21,22021,155.0
Tobias Harris,PHI,-0.2,2.65,2.45,8.21,21,22021,127.0
Jayson Tatum,BOS,1.06,1.39,2.44,9.6,21,22021,15.0
Donte DiVincenzo,MIL,0.66,1.71,2.36,7.57,21,22021,184.0
Bogdan Bogdanovic,ATL,2.16,0.14,2.3,5.62,21,22021,215.0
Buddy Hield,SAC,0.6,1.66,2.26,9.38,21,22021,144.0
Devin Booker,PHX,1.02,1.21,2.23,8.72,21,22021,49.0
Trae Young,ATL,2.36,-0.14,2.22,8.16,21,22021,38.0
Mikal Bridges,PHX,-0.36,2.56,2.21,8.98,21,22021,63.0
Jonas Valanciunas,MEM,-0.49,2.68,2.19,6.62,21,22021,181.0
John Collins,ATL,-0.14,2.28,2.15,6.92,21,22021,170.0
Russell Westbrook,WSH,1.99,0.05,2.03,8.98,21,22021,12.0
Bojan Bogdanovic,UTAH,0.48,1.49,1.97,8.24,21,22021,257.0
Malcolm Brogdon,IND,0.62,1.35,1.97,7.07,21,22021,134.0
Khris Middleton,MIL,1.22,0.74,1.95,8.75,21,22021,47.0
Reggie Bullock,NY,-1.8,3.74,1.94,6.21,21,22021,364.0
Domantas Sabonis,IND,-0.52,2.46,1.93,8.06,21,22021,77.0
Anthony Davis,LAL,0.27,1.66,1.93,4.05,21,22021,9.0
Bradley Beal,WSH,2.76,-0.86,1.9,8.09,21,22021,27.0
Kemba Walker,BOS,2.17,-0.3,1.88,4.96,21,22021,21.0
Chris Chiozza,BKN,2.88,-1.11,1.78,1.0,21,22021,608.0
Jae Crowder,PHX,-0.26,2.0,1.74,5.85,21,22021,116.0
Joe Ingles,UTAH,1.91,-0.22,1.7,7.17,21,22021,79.0
Brook Lopez,MIL,-0.87,2.56,1.69,6.74,21,22021,99.0
Jordan Poole,GS,3.21,-1.59,1.62,3.64,21,22021,238.0
Karl-Anthony Towns,MIN,1.83,-0.28,1.55,5.68,21,22021,30.0
Michael Porter Jr.,DEN,0.56,0.87,1.43,5.91,21,22021,191.0
Dillon Brooks,MEM,0.11,1.31,1.42,6.23,21,22021,335.0
Derrick White,SA,1.37,0.03,1.41,3.41,21,22021,66.0
Myles Turner,IND,-2.13,3.53,1.4,4.4,21,22021,158.0
Deandre Ayton,PHX,-1.84,3.22,1.38,6.33,21,22021,254.0
Evan Fournier,ORL/BOS,1.18,0.16,1.35,3.98,21,22021,258.0
Jerami Grant,DET,-0.02,1.37,1.35,5.74,21,22021,213.0
Andrew Wiggins,GS,-1.4,2.72,1.31,7.31,21,22021,153.0
Dejounte Murray,SA,-1.01,2.3,1.29,6.4,21,22021,80.0
Brandon Ingram,NO,0.55,0.73,1.28,6.22,21,22021,236.0
Kristaps Porzingis,DAL,0.73,0.54,1.27,3.97,21,22021,104.0
Victor Oladipo,IND/HOU/MIA,0.75,0.49,1.24,3.29,21,22021,18.0
Wayne Ellington,DET,1.15,0.09,1.24,2.99,21,22021,343.0
Patrick Beverley,LAC,-0.3,1.54,1.24,2.33,21,22021,84.0
Pascal Siakam,TOR,-0.51,1.72,1.22,6.0,21,22021,72.0
Seth Curry,PHI,-0.48,1.69,1.2,4.71,21,22021,208.0
Marcus Smart,BOS,0.61,0.57,1.18,4.91,21,22021,76.0
Mason Plumlee,DET,-1.37,2.54,1.17,4.17,21,22021,338.0
Royce O'Neale,UTAH,-1.65,2.81,1.16,6.56,21,22021,165.0
Draymond Green,GS,-0.52,1.68,1.16,5.86,21,22021,5.0
Gordon Hayward,CHA,0.39,0.76,1.15,4.53,21,22021,57.0
Caris LeVert,BKN/IND,1.41,-0.27,1.14,4.47,21,22021,339.0
Grayson Allen,MEM,1.23,-0.13,1.1,3.83,21,22021,355.0
Nikola Vucevic,ORL/CHI,-0.25,1.33,1.08,6.78,21,22021,32.0
Kentavious Caldwell-Pope,LAL,-1.73,2.8,1.07,5.2,21,22021,69.0
Norman Powell,TOR/POR,0.7,0.36,1.06,6.34,21,22021,286.0
Reggie Jackson,LAC,-0.12,1.15,1.04,4.39,21,22021,160.0
D'Angelo Russell,MIN,2.58,-1.6,0.98,3.56,21,22021,113.0
Kelly Olynyk,MIA/HOU,0.31,0.64,0.95,5.48,21,22021,247.0
Harrison Barnes,SAC,-0.93,1.87,0.94,5.72,21,22021,243.0
Richaun Holmes,SAC,-1.31,2.25,0.94,4.74,21,22021,230.0
Malik Beasley,MIN,1.16,-0.22,0.94,3.36,21,22021,420.0
De'Andre Hunter,ATL,0.2,0.72,0.92,1.88,21,22021,406.0
Ricky Rubio,MIN,0.05,0.86,0.91,4.89,21,22021,55.0
Kendrick Nunn,MIA,0.26,0.63,0.89,4.41,21,22021,451.0
Dennis Schroder,LAL,-0.62,1.49,0.88,5.14,21,22021,261.0
Thomas Bryant,WSH,0.66,0.22,0.87,0.78,21,22021,547.0
Shai Gilgeous-Alexander,OKC,0.92,-0.07,0.86,3.06,21,22021,202.0
Paul Millsap,DEN,-0.95,1.79,0.84,2.85,21,22021,67.0
Kevin Huerter,ATL,-0.31,1.12,0.81,5.76,21,22021,370.0
Mike Muscala,OKC,1.35,-0.59,0.76,2.05,21,22021,376.0
Chris Boucher,TOR,1.24,-0.5,0.74,4.18,21,22021,296.0
Al Horford,OKC,-0.57,1.31,0.74,1.84,21,22021,60.0
Dorian Finney-Smith,DAL,-0.93,1.64,0.71,4.68,21,22021,201.0
Ivica Zubac,LAC,-0.67,1.37,0.7,4.37,21,22021,182.0
RJ Barrett,NY,-2.32,3.0,0.68,5.71,21,22021,323.0
Khyri Thomas,HOU,2.01,-1.35,0.66,0.47,21,22021,554.0
Saddiq Bey,DET,-0.4,1.05,0.66,4.84,21,22021,635.0
Sam Merrill,MIL,1.7,-1.07,0.64,0.61,21,22021,1025.0
LaMelo Ball,CHA,2.96,-2.37,0.6,3.99,21,22021,120.0
Aaron Gordon,ORL/DEN,-1.57,2.11,0.54,3.05,21,22021,212.0
Luguentz Dort,OKC,-1.65,2.17,0.52,3.5,21,22021,268.0
Nicolas Batum,LAC,-0.49,0.99,0.5,4.54,21,22021,75.0
Eric Gordon,HOU,2.48,-2.0,0.48,2.1,21,22021,149.0
Mychal Mulder,GS,1.44,-0.98,0.47,2.07,21,22021,739.0
De'Anthony Melton,MEM,2.2,-1.75,0.45,3.06,21,22021,198.0
Ja Morant,MEM,1.35,-0.94,0.41,4.62,21,22021,141.0
Georges Niang,UTAH,0.69,-0.28,0.4,2.91,21,22021,385.0
Ty Jerome,OKC,2.55,-2.17,0.37,2.04,21,22021,581.0
Kelan Martin,IND,1.16,-0.81,0.35,0.87,21,22021,709.0
Doug McDermott,IND,1.37,-1.03,0.34,3.9,21,22021,518.0
Jae'Sean Tate,HOU,-1.31,1.65,0.34,4.55,21,22021,277.0
Mason Jones,HOU/PHI,1.89,-1.55,0.34,0.88,21,22021,958.0
Jarrett Allen,BKN/CLE,-0.9,1.21,0.32,4.06,21,22021,97.0
Davis Bertans,WSH,2.14,-1.82,0.32,3.64,21,22021,164.0
Eric Bledsoe,NO,-0.86,1.14,0.29,4.29,21,22021,41.0
Serge Ibaka,LAC,-0.98,1.26,0.29,1.93,21,22021,105.0
Jakob Poeltl,SA,-1.64,1.92,0.28,4.02,21,22021,88.0
Kyle Kuzma,LAL,0.07,0.18,0.24,4.44,21,22021,457.0
Justin Holiday,IND,-1.06,1.29,0.23,4.71,21,22021,205.0
Cameron Johnson,PHX,0.67,-0.46,0.21,3.28,21,22021,178.0
Max Strus,MIA,1.65,-1.48,0.17,1.23,21,22021,299.0
Tim Hardaway Jr.,DAL,1.49,-1.33,0.16,4.35,21,22021,157.0
Daniel Theis,BOS/CHI,-1.08,1.21,0.13,3.37,21,22021,321.0
Cameron Payne,PHX,2.23,-2.1,0.13,2.56,21,22021,267.0
Collin Sexton,CLE,-0.61,0.69,0.08,3.98,21,22021,756.0
John Wall,HOU,0.21,-0.13,0.08,2.46,21,22021,44.0
Jusuf Nurkic,POR,-1.34,1.38,0.04,1.53,21,22021,33.0
Ersan Ilyasova,UTAH,1.14,-1.1,0.04,0.34,21,22021,156.0
Jordan Clarkson,UTAH,2.89,-2.85,0.04,4.19,21,22021,152.0
Isaiah Joe,PHI,0.99,-0.97,0.03,0.83,21,22021,600.0
Trevor Ariza,MIA,-0.61,0.63,0.02,1.58,21,22021,82.0
Kevin Love,CLE,0.79,-0.78,0.01,1.13,21,22021,13.0
Daniel Gafford,CHI/WSH,0.63,-0.64,-0.01,1.74,21,22021,416.0
Monte Morris,DEN,0.31,-0.33,-0.01,2.39,21,22021,150.0
Keldon Johnson,SA,-1.25,1.22,-0.03,3.49,21,22021,224.0
Will Barton,DEN,-1.79,1.71,-0.08,2.96,21,22021,169.0
Miles Bridges,CHA,0.92,-1.04,-0.12,3.82,21,22021,98.0
Lauri Markkanen,CHI,0.61,-0.74,-0.12,2.52,21,22021,317.0
Robert Covington,POR,-3.26,3.12,-0.14,3.53,21,22021,37.0
Oshae Brissett,IND,0.16,-0.3,-0.14,0.82,21,22021,553.0
Rudy Gay,SA,0.51,-0.65,-0.15,2.82,21,22021,100.0
Furkan Korkmaz,PHI,1.49,-1.64,-0.15,2.14,21,22021,361.0
Gary Trent Jr.,POR/TOR,-1.28,1.13,-0.15,2.88,21,22021,246.0
Darius Miller,OKC,1.28,-1.45,-0.16,0.36,21,22021,434.0
Rodney McGruder,DET,0.97,-1.14,-0.17,0.4,21,22021,543.0
Carsen Edwards,BOS,1.16,-1.4,-0.25,0.5,21,22021,1094.0
Bryn Forbes,MIL,1.98,-2.28,-0.3,2.62,21,22021,610.0
Langston Galloway,PHX,0.61,-0.92,-0.3,0.78,21,22021,293.0
Desmond Bane,MEM,0.59,-0.89,-0.3,2.65,21,22021,83.0
Kyle Guy,SAC,0.91,-1.25,-0.35,0.42,21,22021,1036.0
Alize Johnson,BKN,0.25,-0.6,-0.35,0.36,21,22021,640.0
Tyler Johnson,BKN,0.86,-1.21,-0.36,1.18,21,22021,171.0
Jarrell Brantley,UTAH,1.32,-1.68,-0.36,0.26,21,22021,895.0
David Nwaba,HOU,0.23,-0.61,-0.38,1.22,21,22021,419.0
Cameron Oliver,HOU,0.47,-0.85,-0.38,0.1,21,22021,975.0
Donta Hall,ORL,-0.55,0.17,-0.39,0.26,21,22021,688.0
Frank Jackson,DET,1.23,-1.64,-0.41,1.3,21,22021,632.0
Jarred Vanderbilt,MIN,-1.11,0.7,-0.41,1.79,21,22021,214.0
Justin Robinson,OKC,0.43,-0.9,-0.47,0.13,21,22021,1009.0
Goran Dragic,MIA,1.5,-1.99,-0.49,2.11,21,22021,26.0
Jaxson Hayes,NO,0.45,-0.94,-0.5,1.57,21,22021,542.0
Juan Toscano-Anderson,GS,-0.3,-0.2,-0.5,1.64,21,22021,440.0
Brandon Clarke,MEM,-0.2,-0.32,-0.52,2.24,21,22021,290.0
Immanuel Quickley,NY,1.65,-2.18,-0.53,1.94,21,22021,123.0
James Ennis III,ORL,-1.47,0.94,-0.53,1.25,21,22021,435.0
P.J. Dozier,DEN,-0.82,0.29,-0.54,1.63,21,22021,694.0
Jevon Carter,PHX,1.04,-1.59,-0.54,1.15,21,22021,481.0
Jeff Green,BKN,-0.63,0.07,-0.56,2.47,21,22021,413.0
Garrett Temple,CHI,-1.03,0.44,-0.59,2.18,21,22021,295.0
Landry Shamet,BKN,1.3,-1.89,-0.59,1.98,21,22021,382.0
Darius Bazley,OKC,-2.22,1.62,-0.6,2.2,21,22021,668.0
Cody Zeller,CHA,0.49,-1.1,-0.61,1.47,21,22021,287.0
Ben McLemore,HOU/LAL,1.26,-1.87,-0.61,1.45,21,22021,308.0
Markieff Morris,LAL,-0.78,0.16,-0.63,1.74,21,22021,316.0
Patrick Patterson,LAC,-0.33,-0.3,-0.63,0.75,21,22021,193.0
Bruce Brown,BKN,-1.01,0.38,-0.63,1.79,21,22021,326.0
Marvin Bagley III,SAC,-1.0,0.36,-0.64,1.33,21,22021,565.0
Facundo Campazzo,DEN,-0.42,-0.23,-0.65,1.89,21,22021,266.0
Damion Lee,GS,0.67,-1.34,-0.67,1.61,21,22021,409.0
Maxi Kleber,DAL,-2.02,1.34,-0.69,1.67,21,22021,304.0
Paul Watson,TOR,0.65,-1.34,-0.69,0.44,21,22021,771.0
Marc Gasol,LAL,-2.07,1.37,-0.7,1.11,21,22021,45.0
Svi Mykhailiuk,DET/OKC,0.67,-1.37,-0.7,1.77,21,22021,484.0
Blake Griffin,DET/BKN,-0.76,0.05,-0.71,1.38,21,22021,42.0
Malachi Flynn,TOR,-0.19,-0.53,-0.72,1.16,21,22021,587.0
Malik Monk,CHA,2.11,-2.84,-0.73,1.32,21,22021,284.0
Goga Bitadze,IND,0.12,-0.85,-0.73,0.82,21,22021,656.0
Gabriel Deck,OKC,-0.06,-0.67,-0.73,0.25,21,22021,823.0
Kelly Oubre Jr.,GS,-1.9,1.17,-0.73,2.02,21,22021,359.0
Elijah Hughes,UTAH,1.24,-1.97,-0.73,0.08,21,22021,1173.0
Steven Adams,NO,-2.85,2.11,-0.74,1.73,21,22021,54.0
Rui Hachimura,WSH,-1.49,0.75,-0.74,2.09,21,22021,1269.0
Darius Garland,CLE,-0.05,-0.71,-0.76,2.09,21,22021,51.0
Alfonzo McKinnie,LAL,0.08,-0.87,-0.79,0.34,21,22021,650.0
Willie Cauley-Stein,DAL,-0.94,0.14,-0.8,1.12,21,22021,390.0
Montrezl Harrell,LAL,0.98,-1.79,-0.81,2.2,21,22021,106.0
Henry Ellenson,TOR,0.29,-1.1,-0.81,0.06,21,22021,864.0
Armoni Brooks,HOU,1.24,-2.06,-0.81,0.66,21,22021,910.0
Frank Kaminsky,PHX,-0.64,-0.18,-0.82,0.83,21,22021,536.0
Kent Bazemore,GS,-0.23,-0.6,-0.82,1.66,21,22021,262.0
Killian Tillie,MEM,-0.24,-0.59,-0.83,0.24,21,22021,903.0
DeMar DeRozan,SA,-0.74,-0.1,-0.83,2.16,21,22021,78.0
Tyler Herro,MIA,0.52,-1.35,-0.83,1.96,21,22021,219.0
Josh Hart,NO,0.77,-1.6,-0.83,1.7,21,22021,327.0
Josh Richardson,DAL,-1.37,0.53,-0.84,1.86,21,22021,91.0
Tyus Jones,MEM,0.71,-1.55,-0.84,1.61,21,22021,273.0
Justin James,SAC,0.31,-1.15,-0.85,0.41,21,22021,906.0
Edmond Sumner,IND,0.8,-1.65,-0.85,1.01,21,22021,964.0
Tyrese Maxey,PHI,-0.04,-0.82,-0.86,1.03,21,22021,320.0
Patty Mills,SA,1.78,-2.65,-0.87,2.18,21,22021,131.0
Dewayne Dedmon,MIA,0.5,-1.38,-0.88,0.29,21,22021,298.0
Pat Connaughton,MIL,0.39,-1.27,-0.88,1.99,21,22021,331.0
Yogi Ferrell,CLE/LAC,0.08,-0.97,-0.89,0.13,21,22021,264.0
Shake Milton,PHI,1.06,-1.96,-0.9,1.79,21,22021,445.0
Bobby Portis,MIL,0.8,-1.71,-0.91,1.74,21,22021,197.0
Abdel Nader,PHX,0.1,-1.02,-0.92,0.46,21,22021,706.0
Jeremy Lamb,IND,0.88,-1.8,-0.92,0.92,21,22021,112.0
Coby White,CHI,0.31,-1.24,-0.93,2.28,21,22021,623.0
Robert Franks,ORL,-0.06,-0.88,-0.94,0.11,21,22021,977.0
Alex Len,TOR/WSH,-0.88,-0.07,-0.94,1.0,21,22021,425.0
Jordan Nwora,MIL,0.95,-1.9,-0.95,0.29,21,22021,721.0
Kenrich Williams,OKC,0.24,-1.2,-0.96,1.57,21,22021,352.0
Robert Williams III,BOS,0.84,-1.81,-0.97,1.13,21,22021,167.0
Spencer Dinwiddie,BKN,0.61,-1.58,-0.97,0.07,21,22021,121.0
Matisse Thybulle,PHI,-1.24,0.27,-0.97,1.4,21,22021,251.0
Jalen Harris,TOR,0.98,-1.96,-0.97,0.21,21,22021,751.0
Alec Burks,NY,0.54,-1.53,-0.98,1.27,21,22021,115.0
Matt Thomas,TOR/UTAH,0.77,-1.76,-1.0,0.4,21,22021,557.0
George Hill,OKC/PHI,-1.24,0.24,-1.0,0.59,21,22021,102.0
Josh Jackson,DET,0.1,-1.1,-1.01,1.59,21,22021,422.0
Skylar Mays,ATL,0.27,-1.28,-1.01,0.27,21,22021,710.0
JJ Redick,NO/DAL,1.01,-2.03,-1.02,0.8,21,22021,62.0
Enes Freedom,POR,-0.97,-0.05,-1.02,1.57,21,22021,591.0
Justin Jackson,OKC/MIL,0.61,-1.63,-1.02,0.55,21,22021,594.0
DeAndre Jordan,BKN,-1.15,0.13,-1.02,1.12,21,22021,29.0
Willy Hernangomez,NO,-0.28,-0.76,-1.04,0.84,21,22021,524.0
Delon Wright,DET/SAC,-1.24,0.19,-1.05,1.6,21,22021,196.0
Nic Claxton,BKN,-0.35,-0.7,-1.05,0.55,21,22021,586.0
Robert Woodard II,SAC,-0.64,-0.42,-1.06,0.06,21,22021,1002.0
Luke Kornet,CHI/BOS,-0.64,-0.44,-1.08,0.37,21,22021,444.0
Jalen Brunson,DAL,1.1,-2.19,-1.08,1.62,21,22021,139.0
Nickeil Alexander-Walker,NO,0.42,-1.52,-1.1,0.9,21,22021,551.0
Danilo Gallinari,ATL,1.47,-2.57,-1.1,1.22,21,22021,61.0
Robin Lopez,WSH,-0.11,-1.0,-1.11,1.3,21,22021,68.0
Cassius Winston,WSH,0.13,-1.24,-1.11,0.1,21,22021,1079.0
Gorgui Dieng,MEM/SA,0.58,-1.7,-1.12,0.55,21,22021,200.0
Mo Bamba,ORL,0.35,-1.48,-1.13,0.67,21,22021,458.0
Jahmi'us Ramsey,SAC,0.01,-1.14,-1.13,0.08,21,22021,1012.0
Isaiah Stewart,DET,-0.78,-0.35,-1.14,1.39,21,22021,337.0
Anthony Edwards,MIN,-0.22,-0.92,-1.14,1.93,21,22021,140.0
Jaylen Hoard,OKC,-0.51,-0.63,-1.14,0.27,21,22021,988.0
Mamadi Diakite,MIL,-0.97,-0.18,-1.14,0.11,21,22021,793.0
Alex Caruso,LAL,-0.08,-1.06,-1.15,1.18,21,22021,210.0
Dean Wade,CLE,-0.36,-0.79,-1.16,1.04,21,22021,461.0
Trey Lyles,SA,-0.36,-0.8,-1.16,0.32,21,22021,380.0
Kevon Looney,GS,-2.63,1.47,-1.16,0.92,21,22021,229.0
Yuta Watanabe,TOR,-0.39,-0.78,-1.17,0.67,21,22021,648.0
Raul Neto,WSH,0.39,-1.58,-1.19,1.25,21,22021,282.0
Didi Louzada,NO,-0.28,-0.9,-1.19,0.04,21,22021,1241.0
Nerlens Noel,NY,-3.45,2.25,-1.21,1.05,21,22021,401.0
Naz Reid,MIN,0.13,-1.35,-1.22,1.15,21,22021,487.0
Terence Davis,TOR/SAC,1.79,-3.02,-1.23,0.92,21,22021,365.0
Wesley Matthews,LAL,-1.12,-0.12,-1.24,0.89,21,22021,64.0
JaMychal Green,DEN,-0.04,-1.23,-1.27,0.85,21,22021,342.0
Louis King,SAC,-0.03,-1.24,-1.27,0.04,21,22021,705.0
Moritz Wagner,WSH/BOS/ORL,-0.72,-0.56,-1.28,0.47,21,22021,584.0
Denzel Valentine,CHI,0.63,-1.92,-1.28,0.87,21,22021,533.0
Derrick Jones Jr.,POR,-2.68,1.4,-1.28,0.81,21,22021,307.0
Dakota Mathias,PHI,-0.12,-1.16,-1.28,0.09,21,22021,1061.0
Boban Marjanovic,DAL,-0.36,-0.95,-1.3,0.2,21,22021,429.0
Deni Avdija,WSH,-1.39,0.07,-1.32,0.87,21,22021,259.0
Chuma Okeke,ORL,-1.06,-0.26,-1.32,0.79,21,22021,460.0
Dario Saric,PHX,0.45,-1.77,-1.32,0.65,21,22021,271.0
Jake Layman,MIN,-0.41,-0.92,-1.32,0.44,21,22021,595.0
John Konchar,MEM,0.04,-1.37,-1.34,0.42,21,22021,378.0
Garrison Mathews,WSH,0.05,-1.39,-1.34,0.7,21,22021,173.0
Amir Coffey,LAC,-0.59,-0.76,-1.35,0.27,21,22021,464.0
Payton Pritchard,BOS,0.97,-2.33,-1.36,0.92,21,22021,436.0
Bol Bol,DEN,-0.45,-0.91,-1.36,0.11,21,22021,1112.0
Cedi Osman,CLE,0.05,-1.42,-1.36,0.94,21,22021,544.0
Xavier Tillman,MEM,-0.36,-1.01,-1.38,0.73,21,22021,520.0
Andre Drummond,CLE/LAL,-1.52,0.14,-1.38,0.67,21,22021,48.0
Dwight Powell,DAL,-1.01,-0.38,-1.38,0.57,21,22021,163.0
Paul Reed,PHI,-0.4,-1.01,-1.41,0.11,21,22021,680.0
Anthony Gill,WSH,-0.23,-1.2,-1.42,0.13,21,22021,633.0
Gary Harris,DEN/ORL,-2.57,1.14,-1.43,0.51,21,22021,136.0
Taurean Prince,BKN/CLE,0.59,-2.02,-1.43,0.56,21,22021,538.0
Eric Paschall,GS,-0.31,-1.12,-1.43,0.42,21,22021,1007.0
Damyean Dotson,CLE,-0.56,-0.88,-1.44,0.53,21,22021,626.0
Sterling Brown,HOU,0.09,-1.53,-1.44,0.74,21,22021,686.0
Thaddeus Young,CHI,0.56,-2.01,-1.45,0.92,21,22021,103.0
CJ Elleby,POR,-1.07,-0.39,-1.46,0.1,21,22021,1011.0
Anthony Lamb,HOU,-0.37,-1.1,-1.47,0.23,21,22021,980.0
Miye Oni,UTAH,-1.17,-0.31,-1.48,0.27,21,22021,828.0
Jaren Jackson Jr.,MEM,1.27,-2.75,-1.48,0.14,21,22021,189.0
Juancho Hernangomez,MIN,0.52,-2.02,-1.49,0.5,21,22021,473.0
Larry Nance Jr.,CLE,-1.55,0.05,-1.5,0.5,21,22021,220.0
Luke Kennard,LAC,0.35,-1.88,-1.53,0.59,21,22021,297.0
Cassius Stanley,IND,-0.84,-0.7,-1.53,0.05,21,22021,950.0
P.J. Washington,CHA,-2.05,0.5,-1.55,0.78,21,22021,514.0
Ryan Arcidiacono,CHI,-0.13,-1.42,-1.56,0.23,21,22021,407.0
Jaden McDaniels,MIN,-1.06,-0.5,-1.56,0.67,21,22021,447.0
Nemanja Bjelica,SAC/MIA,0.24,-1.81,-1.56,0.26,21,22021,218.0
Tremont Waters,BOS,0.93,-2.5,-1.58,0.09,21,22021,801.0
Mfiondu Kabengele,LAC/CLE,-0.84,-0.73,-1.58,0.11,21,22021,770.0
Isaac Okoro,CLE,-3.43,1.85,-1.58,0.78,21,22021,439.0
Elfrid Payton,NY,-4.08,2.5,-1.58,0.48,21,22021,222.0
James Nunnally,NO,-0.14,-1.45,-1.59,0.02,21,22021,1152.0
Naji Marshall,NO,-0.13,-1.46,-1.59,0.28,21,22021,615.0
Obi Toppin,NY,-0.4,-1.2,-1.6,0.29,21,22021,529.0
Dwayne Bacon,ORL,-2.72,1.13,-1.6,0.67,21,22021,849.0
Khem Birch,ORL/TOR,-1.96,0.36,-1.6,0.59,21,22021,397.0
Markus Howard,DEN,0.15,-1.76,-1.6,0.08,21,22021,740.0
Marquese Chriss,GS,-0.59,-1.03,-1.62,0.01,21,22021,499.0
Terrence Ross,ORL,0.21,-1.83,-1.62,0.55,21,22021,237.0
Mike James,BKN,0.54,-2.16,-1.62,0.07,21,22021,560.0
Ish Smith,WSH,0.38,-2.02,-1.64,0.36,21,22021,245.0
Wendell Carter Jr.,CHI/ORL,-1.63,-0.01,-1.64,0.45,21,22021,301.0
Devin Cannady,ORL,-0.15,-1.5,-1.66,0.03,21,22021,931.0
Rajon Rondo,ATL/LAC,0.73,-2.39,-1.66,0.29,21,22021,346.0
Otto Porter Jr.,CHI/ORL,0.18,-1.84,-1.66,0.22,21,22021,52.0
Trey Burke,DAL,0.41,-2.07,-1.66,0.33,21,22021,371.0
Timothe Luwawu-Cabarrot,BKN,0.13,-1.8,-1.67,0.37,21,22021,476.0
LaMarcus Aldridge,SA/BKN,-1.04,-0.63,-1.67,0.21,21,22021,53.0
Anfernee Simons,POR,0.61,-2.31,-1.7,0.3,21,22021,424.0
Thon Maker,CLE,-1.19,-0.53,-1.72,0.03,21,22021,757.0
Isaiah Thomas,NO,0.08,-1.82,-1.75,0.01,21,22021,40.0
Tyrese Haliburton,SAC,1.28,-3.03,-1.75,0.44,21,22021,118.0
Tomas Satoransky,CHI,0.29,-2.04,-1.75,0.33,21,22021,318.0
Marcus Morris Sr.,LAC,0.28,-2.04,-1.77,0.33,21,22021,334.0
Taj Gibson,NY,-0.9,-0.87,-1.77,0.21,21,22021,195.0
Aaron Holiday,IND,0.06,-1.83,-1.77,0.28,21,22021,289.0
D.J. Augustin,MIL/HOU,0.85,-2.64,-1.79,0.24,21,22021,344.0
Dennis Smith Jr.,NY/DET,-0.03,-1.76,-1.79,0.08,21,22021,512.0
Carmelo Anthony,POR,0.05,-1.85,-1.81,0.31,21,22021,39.0
Josh Okogie,MIN,-1.97,0.16,-1.81,0.2,21,22021,363.0
Gary Payton II,GS,-0.68,-1.14,-1.82,0.01,21,22021,176.0
