player-id,player_season_id,NAME,TEAM,ORPM,DRPM,RPM,WINS,Season,SEASON_ID,PLAYER_ID
robinje02,robinje02-23,Jeremiah Robinson-Earl,OKC,0.29,1.39,1.68,0.66,23,22023,1203
wrighde01,wrighde01-23,Delon Wright,WSH,-0.22,1.88,1.66,0.3,23,22023,196
strusma01,strusma01-23,Max Strus,MIA,1.38,0.15,1.53,1.31,23,22023,299
walljo01,walljo01-23,John Wall,LAC,2.44,-0.95,1.49,0.87,23,22023,44
meltode01,meltode01-23,De'Anthony Melton,PHI,-0.38,1.85,1.48,0.9,23,22023,198
conlemi01,conlemi01-23,Mike Conley,UTAH,1.64,-0.22,1.41,1.21,23,22023,23
randlju01,randlju01-23,Julius Randle,NY,1.75,-0.35,1.4,1.17,23,22023,59
capelca01,capelca01-23,Clint Capela,ATL,-2.3,3.57,1.27,0.95,23,22023,56
beysa01,beysa01-23,Saddiq Bey,DET,1.06,0.2,1.26,1.24,23,22023,635
smartma01,smartma01-23,Marcus Smart,BOS,1.06,0.18,1.24,0.98,23,22023,76
reidna01,reidna01-23,Naz Reid,MIN,1.58,-0.39,1.19,0.51,23,22023,487
dortlu01,dortlu01-23,Luguentz Dort,OKC,-0.18,1.35,1.17,1.09,23,22023,268
landajo01,landajo01-23,Jock Landale,PHX,1.46,-0.34,1.12,0.69,23,22023,789
poeltja01,poeltja01-23,Jakob Poeltl,SA,-0.03,1.13,1.1,1.08,23,22023,88
derozde01,derozde01-23,DeMar DeRozan,CHI,0.96,0.13,1.1,1.38,23,22023,78
trentga02,trentga02-23,Gary Trent Jr.,TOR,0.95,0.14,1.09,1.24,23,22023,246
monkma01,monkma01-23,Malik Monk,SAC,2.83,-1.77,1.06,0.85,23,22023,284
huertke01,huertke01-23,Kevin Huerter,SAC,0.96,0.08,1.04,0.95,23,22023,370
bridgmi01,bridgmi01-23,Mikal Bridges,PHX,-0.34,1.38,1.04,1.14,23,22023,63
toppiob01,toppiob01-23,Obi Toppin,NY,1.42,-0.38,1.04,0.74,23,22023,529
maxeyty01,maxeyty01-23,Tyrese Maxey,PHI,1.03,-0.05,0.98,1.29,23,22023,320
robinmi01,robinmi01-23,Mitchell Robinson,NY,-0.98,1.94,0.96,0.44,23,22023,159
cartewe01,cartewe01-23,Wendell Carter Jr.,ORL,-0.07,1.01,0.94,1.12,23,22023,301
bealbr01,bealbr01-23,Bradley Beal,WSH,1.98,-1.06,0.92,0.91,23,22023,27
vucevni01,vucevni01-23,Nikola Vucevic,CHI,0.24,0.67,0.91,1.23,23,22023,32
portibo01,portibo01-23,Bobby Portis,MIL,0.39,0.49,0.88,1,23,22023,197
willizi01,willizi01-23,Zion Williamson,NO,0.92,-0.04,0.88,0.92,23,22023,125
edwaran01,edwaran01-23,Anthony Edwards,MIN,1.12,-0.24,0.87,1.34,23,22023,140
bogdabo02,bogdabo02-23,Bojan Bogdanovic,DET,1.37,-0.5,0.87,1.02,23,22023,257
willigr01,willigr01-23,Grant Williams,BOS,0.74,0.11,0.84,0.82,23,22023,463
bouchch01,bouchch01-23,Chris Boucher,TOR,0.66,0.15,0.81,0.61,23,22023,296
smithde03,smithde03-23,Dennis Smith Jr.,CHA,-1.46,2.27,0.81,1.06,23,22023,512
dienggo01,dienggo01-23,Gorgui Dieng,SA,1.8,-1.04,0.76,0.19,23,22023,200
hortota01,hortota01-23,Talen Horton-Tucker,UTAH,0.48,0.25,0.74,0.73,23,22023,462
murphtr02,murphtr02-23,Trey Murphy III,NO,0.59,0.14,0.73,1.1,23,22023,573
bolbo01,bolbo01-23,Bol Bol,ORL,-0.22,0.89,0.67,0.8,23,22023,1112
cunnica01,cunnica01-23,Cade Cunningham,DET,0.75,-0.11,0.64,1.06,23,22023,539
walkelo01,walkelo01-23,Lonnie Walker IV,LAL,0.27,0.35,0.62,0.78,23,22023,1172
thompkl01,thompkl01-23,Klay Thompson,GS,1.41,-0.79,0.62,0.67,23,22023,31
grantje01,grantje01-23,Jerami Grant,POR,-0.06,0.68,0.62,0.97,23,22023,213
looneke01,looneke01-23,Kevon Looney,GS,-1.08,1.68,0.6,0.65,23,22023,229
porteot01,porteot01-23,Otto Porter Jr.,TOR,0.25,0.26,0.51,0.28,23,22023,52
martike04,martike04-23,Kenyon Martin Jr.,HOU,0.79,-0.28,0.5,0.87,23,22023,1182
suggsja01,suggsja01-23,Jalen Suggs,ORL,0.62,-0.14,0.48,0.49,23,22023,575
plumlma01,plumlma01-23,Mason Plumlee,CHA,-0.28,0.75,0.47,0.85,23,22023,338
roziete01,roziete01-23,Terry Rozier,CHA,2.12,-1.66,0.46,0.55,23,22023,74
greenjo02,greenjo02-23,Josh Green,DAL,0.43,-0.03,0.39,0.61,23,22023,491
harrijo01,harrijo01-23,Joe Harris,BKN,-0.2,0.46,0.26,0.59,23,22023,148
russeda01,russeda01-23,D'Angelo Russell,MIN,0.54,-0.29,0.25,0.92,23,22023,113
bassech01,bassech01-23,Charles Bassey,SA,-0.27,0.5,0.23,0.16,23,22023,768
bambamo01,bambamo01-23,Mo Bamba,ORL,0.72,-0.49,0.23,0.46,23,22023,458
barnesc01,barnesc01-23,Scottie Barnes,TOR,0.12,0.1,0.21,0.84,23,22023,206
collijo01,collijo01-23,John Collins,ATL,-1.41,1.61,0.2,0.91,23,22023,170
joeis01,joeis01-23,Isaiah Joe,OKC,0.58,-0.39,0.19,0.11,23,22023,600
greenja05,greenja05-23,Jalen Green,HOU,0.77,-0.58,0.19,0.97,23,22023,1315
nurkiju01,nurkiju01-23,Jusuf Nurkic,POR,-2.79,2.94,0.15,0.6,23,22023,33
smithja04,smithja04-23,Jalen Smith,IND,-0.7,0.85,0.14,0.6,23,22023,605
nowelja01,nowelja01-23,Jaylen Nowell,MIN,1.56,-1.44,0.12,0.76,23,22023,532
greenja02,greenja02-23,Javonte Green,CHI,-0.31,0.41,0.1,0.75,23,22023,306
wagnefr01,wagnefr01-23,Franz Wagner,ORL,0.57,-0.49,0.08,0.94,23,22023,180
payneca01,payneca01-23,Cameron Payne,PHX,1.09,-1.04,0.05,0.47,23,22023,267
mannte01,mannte01-23,Terance Mann,LAC,0.26,-0.22,0.03,0.54,23,22023,265
mclaujo01,mclaujo01-23,Jordan McLaughlin,MIN,1.03,-1.01,0.02,0.53,23,22023,477
bazleda01,bazleda01-23,Darius Bazley,OKC,-1.16,1.15,-0.01,0.56,23,22023,668
drumman01,drumman01-23,Andre Drummond,CHI,-1.05,1.01,-0.05,0.3,23,22023,48
craigto01,craigto01-23,Torrey Craig,PHX,-0.25,0.18,-0.07,0.42,23,22023,468
leonaka01,leonaka01-23,Kawhi Leonard,LAC,0.39,-0.47,-0.07,0.09,23,22023,8
vandeja01,vandeja01-23,Jarred Vanderbilt,UTAH,-1.78,1.69,-0.09,0.61,23,22023,214
colliza01,colliza01-23,Zach Collins,SA,0.27,-0.41,-0.14,0.42,23,22023,703
westbru01,westbru01-23,Russell Westbrook,LAL,1.04,-1.19,-0.15,0.74,23,22023,12
porteke02,porteke02-23,Kevin Porter Jr.,HOU,0.28,-0.48,-0.2,0.89,23,22023,360
manntr01,manntr01-23,Tre Mann,OKC,0.35,-0.55,-0.2,0.67,23,22023,1281
fernabr01,fernabr01-23,Bruno Fernando,HOU,-0.02,-0.19,-0.21,0.07,23,22023,838
murraja01,murraja01-23,Jamal Murray,DEN,0.11,-0.33,-0.22,0.55,23,22023,146
bitadgo01,bitadgo01-23,Goga Bitadze,IND,0.31,-0.6,-0.29,0.28,23,22023,656
olynyke01,olynyke01-23,Kelly Olynyk,UTAH,-0.44,0.13,-0.3,0.69,23,22023,247
harteis01,harteis01-23,Isaiah Hartenstein,NY,-1.05,0.73,-0.33,0.65,23,22023,310
richani01,richani01-23,Nick Richards,CHA,0.33,-0.65,-0.33,0.59,23,22023,1190
anthoco01,anthoco01-23,Cole Anthony,ORL,0.54,-0.87,-0.34,0.22,23,22023,620
brogdma01,brogdma01-23,Malcolm Brogdon,BOS,1.74,-2.09,-0.36,0.56,23,22023,134
jacksis01,jacksis01-23,Isaiah Jackson,IND,-0.89,0.53,-0.36,0.45,23,22023,649
allenja01,allenja01-23,Jarrett Allen,CLE,-2.36,1.99,-0.38,0.62,23,22023,97
jonesde02,jonesde02-23,Derrick Jones Jr.,CHI,-0.62,0.24,-0.38,0.41,23,22023,307
jeromty01,jeromty01-23,Ty Jerome,GS,1.12,-1.51,-0.39,0.3,23,22023,581
woodch01,woodch01-23,Christian Wood,DAL,0.63,-1.02,-0.39,0.48,23,22023,186
mcdanja02,mcdanja02-23,Jaden McDaniels,MIN,-0.83,0.41,-0.42,0.71,23,22023,447
lylestr01,lylestr01-23,Trey Lyles,SAC,0.43,-0.86,-0.43,0.31,23,22023,380
konchjo01,konchjo01-23,John Konchar,MEM,-0.97,0.53,-0.44,0.62,23,22023,378
zubaciv01,zubaciv01-23,Ivica Zubac,LAC,-2.98,2.54,-0.45,0.72,23,22023,182
caldwke01,caldwke01-23,Kentavious Caldwell-Pope,DEN,-1.79,1.32,-0.47,0.61,23,22023,69
gabriwe01,gabriwe01-23,Wenyen Gabriel,LAL,-1.29,0.82,-0.48,0.28,23,22023,675
anderky01,anderky01-23,Kyle Anderson,MIN,0,-0.49,-0.48,0.37,23,22023,142
nancela02,nancela02-23,Larry Nance Jr.,NO,-0.8,0.25,-0.55,0.58,23,22023,220
okongon01,okongon01-23,Onyeka Okongwu,ATL,-0.69,0.13,-0.56,0.56,23,22023,393
barrerj01,barrerj01-23,RJ Barrett,NY,0.05,-0.62,-0.57,0.72,23,22023,323
sextoco01,sextoco01-23,Collin Sexton,UTAH,1.05,-1.62,-0.58,0.63,23,22023,756
niangge01,niangge01-23,Georges Niang,PHI,0.73,-1.31,-0.58,0.46,23,22023,385
adamsst01,adamsst01-23,Steven Adams,MEM,-1.86,1.21,-0.65,0.5,23,22023,54
johnsja05,johnsja05-23,Jalen Johnson,ATL,-1.47,0.82,-0.66,0.37,23,22023,1236
bantoda01,bantoda01-23,Dalano Banton,TOR,-0.16,-0.51,-0.67,0.22,23,22023,898
beaslma01,beaslma01-23,Malik Beasley,UTAH,-0.56,-0.11,-0.67,0.64,23,22023,420
robyis01,robyis01-23,Isaiah Roby,SA,-1.07,0.37,-0.7,0.17,23,22023,759
adebaba01,adebaba01-23,Bam Adebayo,MIA,-2.53,1.82,-0.71,0.69,23,22023,119
wadede01,wadede01-23,Dean Wade,CLE,-0.89,0.15,-0.73,0.43,23,22023,461
ingrabr01,ingrabr01-23,Brandon Ingram,NO,0.2,-0.95,-0.75,0.44,23,22023,236
gordoer01,gordoer01-23,Eric Gordon,HOU,-0.25,-0.51,-0.76,0.52,23,22023,149
lamban01,lamban01-23,Anthony Lamb,GS,-0.31,-0.46,-0.77,0.12,23,22023,980
jordade01,jordade01-23,DeAndre Jordan,DEN,-0.21,-0.57,-0.78,0.24,23,22023,29
jonestr01,jonestr01-23,Tre Jones,SA,-1.46,0.67,-0.79,0.61,23,22023,353
littlna01,littlna01-23,Nassir Little,POR,0.06,-0.85,-0.79,0.36,23,22023,403
greendr01,greendr01-23,Draymond Green,GS,-1.1,0.29,-0.81,0.5,23,22023,5
okekech01,okekech01-23,Chuma Okeke,ORL,-0.27,-0.54,-0.81,0.46,23,22023,460
quickim01,quickim01-23,Immanuel Quickley,NY,-0.52,-0.31,-0.84,0.49,23,22023,123
covinro01,covinro01-23,Robert Covington,LAC,-0.94,0.1,-0.84,0.24,23,22023,37
garlada01,garlada01-23,Darius Garland,CLE,1.53,-2.38,-0.84,0.28,23,22023,51
washipj01,washipj01-23,P.J. Washington,CHA,-1.15,0.29,-0.86,0.66,23,22023,514
carteje01,carteje01-23,Jevon Carter,MIL,-2.12,1.26,-0.86,0.49,23,22023,481
watanyu01,watanyu01-23,Yuta Watanabe,BKN,-0.56,-0.34,-0.9,0.29,23,22023,648
poolejo01,poolejo01-23,Jordan Poole,GS,1.69,-2.6,-0.9,0.6,23,22023,238
jonesty01,jonesty01-23,Tyus Jones,MEM,1.18,-2.11,-0.93,0.54,23,22023,273
millspa02,millspa02-23,Patty Mills,BKN,0.54,-1.5,-0.96,0.33,23,22023,131
willike04,willike04-23,Kenrich Williams,OKC,-0.3,-0.68,-0.98,0.38,23,22023,352
pokusal01,pokusal01-23,Aleksej Pokusevski,OKC,-1.25,0.25,-1,0.4,23,22023,1105
dedmode01,dedmode01-23,Dewayne Dedmon,MIA,0.02,-1.02,-1,0.23,23,22023,298
kispeco01,kispeco01-23,Corey Kispert,WSH,-0.05,-0.96,-1.01,0.11,23,22023,631
whitede01,whitede01-23,Derrick White,BOS,-2.02,1,-1.02,0.37,23,22023,66
morrimo01,morrimo01-23,Monte Morris,WSH,-1.31,0.28,-1.03,0.49,23,22023,150
joneshe01,joneshe01-23,Herbert Jones,NO,-1.34,0.31,-1.03,0.38,23,22023,192
dosunay01,dosunay01-23,Ayo Dosunmu,CHI,-0.94,-0.09,-1.03,0.57,23,22023,1294
poweldw01,poweldw01-23,Dwight Powell,DAL,-1.93,0.9,-1.03,0.22,23,22023,163
robindu01,robindu01-23,Duncan Robinson,MIA,0.11,-1.15,-1.04,0.36,23,22023,124
barneha02,barneha02-23,Harrison Barnes,SAC,-1.3,0.26,-1.05,0.5,23,22023,243
brookdi01,brookdi01-23,Dillon Brooks,MEM,-1.47,0.39,-1.08,0.36,23,22023,335
hartjo01,hartjo01-23,Josh Hart,POR,-3.29,2.18,-1.11,0.62,23,22023,327
clarkbr01,clarkbr01-23,Brandon Clarke,MEM,-0.02,-1.13,-1.15,0.38,23,22023,290
whiteco01,whiteco01-23,Coby White,CHI,0.13,-1.3,-1.17,0.27,23,22023,623
dragigo01,dragigo01-23,Goran Dragic,CHI,0.87,-2.06,-1.18,0.45,23,22023,26
mobleev01,mobleev01-23,Evan Mobley,CLE,-2.32,1.1,-1.22,0.44,23,22023,442
gaffoda01,gaffoda01-23,Daniel Gafford,WSH,-1.14,-0.13,-1.27,0.27,23,22023,416
osmande01,osmande01-23,Cedi Osman,CLE,0.7,-1.98,-1.28,0.33,23,22023,544
rosede01,rosede01-23,Derrick Rose,NY,-0.2,-1.08,-1.28,0.24,23,22023,228
haywago01,haywago01-23,Gordon Hayward,CHA,0.1,-1.42,-1.31,0.34,23,22023,57
onealro01,onealro01-23,Royce O'Neale,BKN,-3.35,2.02,-1.33,0.55,23,22023,165
achiupr01,achiupr01-23,Precious Achiuwa,TOR,-0.52,-0.86,-1.37,0.38,23,22023,399
hardati02,hardati02-23,Tim Hardaway Jr.,DAL,-0.17,-1.21,-1.38,0.36,23,22023,157
allengr01,allengr01-23,Grayson Allen,MIL,-1.17,-0.21,-1.38,0.41,23,22023,355
martica02,martica02-23,Caleb Martin,MIA,-3.54,2.12,-1.42,0.36,23,22023,275
metuch01,metuch01-23,Chimezie Metu,SAC,-0.96,-0.47,-1.43,0.12,23,22023,1122
curryse01,curryse01-23,Seth Curry,BKN,-0.95,-0.5,-1.45,0.08,23,22023,208
finnedo01,finnedo01-23,Dorian Finney-Smith,DAL,-1.61,0.16,-1.45,0.43,23,22023,201
batumni01,batumni01-23,Nicolas Batum,LAC,-1.18,-0.28,-1.45,0.31,23,22023,75
browntr01,browntr01-23,Troy Brown Jr.,LAL,-0.91,-0.55,-1.46,0.33,23,22023,526
thomaca02,thomaca02-23,Cam Thomas,BKN,-0.81,-0.65,-1.46,0.17,23,22023,1295
mcdanja01,mcdanja01-23,Jalen McDaniels,CHA,-1.6,0.13,-1.46,0.5,23,22023,556
sumneed01,sumneed01-23,Edmond Sumner,BKN,-1.31,-0.17,-1.47,0.21,23,22023,964
vincega01,vincega01-23,Gabe Vincent,MIA,-0.98,-0.51,-1.49,0.4,23,22023,391
alexani01,alexani01-23,Nickeil Alexander-Walker,UTAH,-1.4,-0.13,-1.54,0.09,23,22023,551
garubus01,garubus01-23,Usman Garuba,HOU,-1.85,0.3,-1.55,0.21,23,22023,886
richajo01,richajo01-23,Josh Richardson,SA,0.61,-2.18,-1.57,0.39,23,22023,91
hernaju01,hernaju01-23,Juancho Hernangomez,TOR,-1.03,-0.54,-1.57,0.06,23,22023,473
shamela01,shamela01-23,Landry Shamet,PHX,-0.04,-1.56,-1.6,0.22,23,22023,382
mcderdo01,mcderdo01-23,Doug McDermott,SA,0.46,-2.06,-1.6,0.37,23,22023,518
simsje01,simsje01-23,Jericho Sims,NY,-1.61,0.01,-1.6,0.06,23,22023,678
winslju01,winslju01-23,Justise Winslow,POR,-2.47,0.85,-1.61,0.35,23,22023,368
alvarjo01,alvarjo01-23,Jose Alvarado,NO,-0.45,-1.2,-1.65,0.29,23,22023,285
tateja01,tateja01-23,Jae'Sean Tate,HOU,-0.37,-1.29,-1.66,0.08,23,22023,277
flynnma01,flynnma01-23,Malachi Flynn,TOR,-0.74,-0.92,-1.66,0.06,23,22023,587
gayru01,gayru01-23,Rudy Gay,UTAH,-1.55,-0.15,-1.69,0.21,23,22023,100
brownbr01,brownbr01-23,Bruce Brown,DEN,-0.98,-0.74,-1.72,0.34,23,22023,326
johnsja01,johnsja01-23,James Johnson,IND,-1.45,-0.3,-1.75,0.06,23,22023,129
gillan01,gillan01-23,Anthony Gill,WSH,-1.55,-0.23,-1.78,0.16,23,22023,633
saricda01,saricda01-23,Dario Saric,PHX,-1.32,-0.47,-1.78,0.07,23,22023,271
greenja01,greenja01-23,JaMychal Green,GS,-1.75,-0.05,-1.79,0.21,23,22023,342
watfotr01,watfotr01-23,Trendon Watford,POR,-1.59,-0.27,-1.86,0.08,23,22023,1318
huntede01,huntede01-23,De'Andre Hunter,ATL,-1.2,-0.7,-1.9,0.34,23,22023,406
fournev01,fournev01-23,Evan Fournier,NY,-1.63,-0.29,-1.92,0.22,23,22023,258
nesmiaa01,nesmiaa01-23,Aaron Nesmith,IND,-1.22,-0.71,-1.93,0.14,23,22023,792
wisemja01,wisemja01-23,James Wiseman,GS,-0.63,-1.31,-1.94,0.17,23,22023,1321
omorueu01,omorueu01-23,Eugene Omoruyi,OKC,-0.82,-1.16,-1.98,0.05,23,22023,1020
joneska01,joneska01-23,Kai Jones,CHA,-2.03,0.03,-2,0.02,23,22023,1211
chrisjo01,chrisjo01-23,Josh Christopher,HOU,-0.89,-1.11,-2,0.09,23,22023,1299
harremo01,harremo01-23,Montrezl Harrell,PHI,-1.95,-0.06,-2.01,0.12,23,22023,106
netora01,netora01-23,Raul Neto,CLE,-1.37,-0.64,-2.01,0.08,23,22023,282
greenje02,greenje02-23,Jeff Green,DEN,-0.95,-1.09,-2.04,0.21,23,22023,413
rosste01,rosste01-23,Terrence Ross,ORL,-1.97,-0.08,-2.05,0.26,23,22023,237
aytonde01,aytonde01-23,Deandre Ayton,PHX,-2.18,0.12,-2.06,0.18,23,22023,254
eubandr01,eubandr01-23,Drew Eubanks,POR,-1.12,-0.94,-2.06,0.18,23,22023,583
mamuksa01,mamuksa01-23,Sandro Mamukelashvili,MIL,-1.54,-0.52,-2.06,0.02,23,22023,1309
kennalu01,kennalu01-23,Luke Kennard,LAC,-1.7,-0.36,-2.06,0.22,23,22023,297
leverca01,leverca01-23,Caris LeVert,CLE,-2.05,-0.03,-2.08,0.28,23,22023,339
brownmo01,brownmo01-23,Moses Brown,LAC,-2.09,-0.04,-2.13,0.02,23,22023,767
kaminfr01,kaminfr01-23,Frank Kaminsky,ATL,-1.57,-0.6,-2.17,0.02,23,22023,536
youngth01,youngth01-23,Thaddeus Young,TOR,-2.32,0.14,-2.18,0.09,23,22023,103
birchkh01,birchkh01-23,Khem Birch,TOR,-1.81,-0.38,-2.18,0.04,23,22023,397
biyombi01,biyombi01-23,Bismack Biyombo,PHX,-3.72,1.52,-2.2,0.08,23,22023,414
duartch01,duartch01-23,Chris Duarte,IND,-0.57,-1.64,-2.21,0.14,23,22023,398
reedpa01,reedpa01-23,Paul Reed,PHI,-3.97,1.74,-2.23,0.07,23,22023,680
okogijo01,okogijo01-23,Josh Okogie,PHX,-1.78,-0.45,-2.23,0.05,23,22023,363
princta02,princta02-23,Taurean Prince,MIN,-0.34,-1.89,-2.23,0.24,23,22023,538
holidju01,holidju01-23,Justin Holiday,ATL,-0.51,-1.76,-2.27,0.2,23,22023,205
lopezro01,lopezro01-23,Robin Lopez,CLE,-1.07,-1.24,-2.31,0.06,23,22023,68
maledth01,maledth01-23,Theo Maledon,CHA,-0.97,-1.35,-2.32,0.13,23,22023,1285
hamptrj01,hamptrj01-23,R.J. Hampton,ORL,-1.41,-0.95,-2.36,0.12,23,22023,1316
gibsota01,gibsota01-23,Taj Gibson,WSH,-1.77,-0.63,-2.39,0.02,23,22023,195
marshna01,marshna01-23,Naji Marshall,NO,-1.69,-0.71,-2.4,0.16,23,22023,615
giddejo01,giddejo01-23,Josh Giddey,OKC,-1.15,-1.25,-2.4,0.15,23,22023,540
willipa01,willipa01-23,Patrick Williams,CHI,-3.11,0.66,-2.44,0.19,23,22023,877
reaveau01,reaveau01-23,Austin Reaves,LAL,-1.49,-0.99,-2.48,0.19,23,22023,329
hillge01,hillge01-23,George Hill,MIL,-1.11,-1.39,-2.49,0.15,23,22023,102
